OBJECTID,KeyID,Name,Type,Street,Town,OwnerTyp,ConsType,ConsJuri,Steward,Playground,Ball Field,Soccer Field,Football Field,Multi-use Field,Basketball Court,Tennis,Volleyball Court,Track,Skate Park,Ice Hockey Rink,Street Hockey Rink,Golf,Fishing,Boating,Hunting,Trails,Beach,Pool,Active Rec,RestRoom,Walking Path,Bike Path,StateGrant,LWCFGrant,Lon,Lat,Short_Description,Description,Additional_Names,GoRI_Incude_Suggestion,NoGoRI_Incude_Why,Dogs_Allowed,ADA,Stroller_Friendly,Picnic_Area,Acres_Miles,Contact_Info,Contact_Info_Seasonal,About_Links,Map_Links,GoRI_TestFlag,GoRI_subset
156,156,Spencer Park,LP,Wellington,Newport,MUN,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.31656368530,41.47617703670,,,,,,,,,,,,,,,,N
157,157,Morton Park,LP,Morton,Newport,MUN,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.31123831900,41.47149908360,,,,,,,,,,,,,,,,N
158,158,Treaty Rock Park,LP,Middlebridge,South Kingstown,MUN,,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.45187689760,41.47074225010,,,,,,,,,,,,,,,,N
159,159,Saugatucket Park,LP,High,South Kingstown,MUN,,,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,N,-71.50145164720,41.43885766050,,,,,,,,,,,,,,,,N
160,160,Tri-Pond Park,LP,Asa Pond,South Kingstown,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,N,Y,-71.51092916670,41.45636193150,,,,,,,,,,,,,,,,Y
161,161,Gazebo Park,LP,Ocean,Narragansett,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,Y,-71.45663007490,41.43138827690,,,,,,,,,,,,,,,,N
162,162,Veterans' Park,LP,Exchange,Narragansett,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.45664926520,41.43061512910,,,,,,,,,,,,,,,,N
163,163,Tuckertown Recreation Area,LP,Tuckertown Park,South Kingstown,MUN,,,,1,2,4,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,N,Y,-71.55684564370,41.42675868860,,,,,,,,,,,,,,,,Y
164,164,Thompson Memorial Park,LP,Gibson,Narragansett,MUN,,,,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.45976341820,41.42506409490,,,,,,,,,,,,,,,,N
165,165,Crandall Field,LP,Ashaway,Hopkinton,MUN,,,,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,Y,-71.78561523900,41.42110511960,,,,,,,,,,,,,,,,N
166,166,Eastward Look Park,LP,Sakonnet,Narragansett,MUN,,,,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,Y,-71.47648296780,41.39666177060,,,,,,,,,,,,,,,,N
167,167,Brousseau Memorial Park,LP,Victoria,South Kingstown,MUN,,,,1,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,Y,-71.52962061790,41.39825341240,,,,,,,,,,,,,,,,N
168,168,Wilcox Park,LP,Grove,Westerly,MUN,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Y,N,-71.82813437190,41.37860389810,,,,,,,,,,,,,,,,Y
169,169,Ninigret Park,LP,Park,Charlestown,MUN,,,,1,1,1,0,2,1,4,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,Y,Y,-71.66593747400,41.37002107580,,,,,,,,,,,,,,,,Y
170,170,Cimalore Field,AF,Wilson,Westerly,MUN,,,,1,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,-71.81418734570,41.36723549710,,,,,,,,,,,,,,,,N
171,171,Deerfield Park,LP,Lisa Ann,Smithfield,MUN,,,,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,N,N,-71.55036863840,41.88010182840,,,,,,,,,,,,,,,,N
172,172,Coventry Greenway And Bike Path,LP,Main,Coventry,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.57399033460,41.69506959490,,,,,,,,,,,,,,,,Y
173,173,John J. Giblin Memorial Recreation Area,LP,Hunters Crossing,Coventry,MUN,,,,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.56926145480,41.70989973190,,,,,,,,,,,,,,,,N
174,174,South Kingstown Town Beach,LP,Matunuck Beach,South Kingstown,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Y,Y,-71.55058943530,41.37555166940,,,,,,,,,,,,,,,,Y
175,175,River Farm Fitness Stations,LP,Franklin,East Greenwich,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.46955855750,41.63512807930,,,,,,,,,,,,,,,,N
176,176,Veteran's Field,LP,Asylum,Warren,MUN,,,,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.25370630010,41.72704778870,,,,,,,,,,,,,,,,N
177,177,Britto's Park,LP,Unnamed,Warren,MUN,,,,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.26117284140,41.72505230550,,,,,,,,,,,,,,,,Y
178,178,Cole Avenue Field,LP,Hugh Cole,Warren,MUN,,,,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,N,N,-71.25711182810,41.72736375440,,,,,,,,,,,,,,,,Y
179,179,River Island Park,LP,Truman,Woonsocket,MUN,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Y,N,-71.51463863620,41.99940586510,,,,,,,,,,,,,,,,N
180,180,Bridgepoint Commons,CA,Bridgepoint,Narragansett,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,Y,-71.44596175570,41.45285822290,,,,,,,,,,,,,,,,N
181,181,Loontjens Library Park,LP,Kingstown,Narragansett,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.46008588930,41.43141941110,,,,,,,,,,,,,,,,N
182,182,Ardoene Park,LP,Ardoene,Providence,MUN,,,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.42553267650,41.79032642280,,,,,,,,,,,,,,,,N
183,183,Boyle Square,LP,Orms,Providence,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.42147994400,41.83371700660,,,,,,,,,,,,,,,,N
184,184,DePasquale Plaza,LP,De Pasquale,Providence,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.42690193450,41.82384758650,,,,,,,,,,,,,,,,N
185,185,Amos Earley Park,LP,Cadillac,Providence,MUN,,,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Y,N,-71.41650552630,41.79313318380,,,,,,,,,,,,,,,,N
186,186,Mount Pleasant Memorial Park,LP,Newark,Providence,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.44314757520,41.82530215310,,,,,,,,,,,,,,,,N
187,187,Murphy-Trainor Park,LP,Niantic,Providence,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,N,N,-71.43523232160,41.78910569460,,,,,,,,,,,,,,,,N
188,188,Ninth St. Park,LP,9th,Providence,MUN,,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.39982260100,41.85448042840,,,,,,,,,,,,,,,,N
189,189,Pearl St. Park,LP,Providence,Providence,MUN,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.41654072700,41.81263185670,,,,,,,,,,,,,,,,N
190,190,Rochambeau Square,LP,Brewster,Providence,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.39775157580,41.84952876450,,,,,,,,,,,,,,,,N
191,191,St. John's Park,LP,Atwells,Providence,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.42948278300,41.82358596750,,,,,,,,,,,,,,,,N
192,192,Summit Ave. Park,LP,Summit,Providence,MUN,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,N,-71.39655429030,41.85375878410,,,,,,,,,,,,,,,,N
193,193,Ballard Park,CA,Wickham,Newport,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.32343423520,41.46687695690,,,,,,,,,,,,,,,,N
194,194,Doreen Tomlinson Complex,AF,Daggett,Pawtucket,STA,,,,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,N,Y,-71.34528755630,41.88639259200,,,,,,,,,,,,,,,,Y
195,195,Turner Reservoir,LP,Hunts Mill,East Providence,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,N,N,-71.34344603760,41.82976754880,,,,,,,,,,,,,,,,Y
196,196,John L. Lewis Waterfront Park,LP,Water,East Providence,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,N,N,-71.38620716580,41.81756769380,,,,,,,,,,,,,,,,N
197,197,Walley Park,LP,Hope,Bristol,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Y,N,-71.27254513440,41.66208736820,,,,,,,,,,,,,,,,N
198,198,Heinz Field,LP,Old Center,New Shoreham,MUN,,,,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Y,N,-71.57596282150,41.16404036030,,,,,,,,,,,,,,,,N
199,199,Veterans Memorial Park,LP,Veterans Park,Barrington,MUN,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,N,N,-71.31315698860,41.73586873270,,,,,,,,,,,,,,,,Y
200,200,Higginson Avenue Sports Complex,LP,Crow Point,Central Falls,MUN,,,,0,1,1,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Y,Y,-71.40245513530,41.88519238670,,,,,,,,,,,,,,,,Y
201,201,Macomber Stadium,LP,Blackstone,Central Falls,MUN,,,,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.38418760310,41.89359393200,,,,,,,,,,,,,,,,N
202,202,Herbert F. Paine Memorial Park,LP,Main,Coventry,MUN,,,,1,4,0,0,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,Y,Y,-71.56969146630,41.69276337140,,,,,,,,,,,,,,,,Y
203,203,Rice Memorial Field,LP,Knotty Oak,Coventry,MUN,,,,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Y,N,-71.55582821660,41.69451121130,,,,,,,,,,,,,,,,N
204,204,Brayton Ave. Field,LP,Unnamed,Cranston,MUN,,,,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,N,N,-71.47229938000,41.74681343880,,,,,,,,,,,,,,,,Y
205,205,Park View Field,LP,Park View,Cranston,MUN,,,,1,3,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Y,N,-71.41453689020,41.77221324530,,,,,,,,,,,,,,,,Y
206,206,Mayfield Ave. Field,LP,Pontiac,Cranston,MUN,,,,11,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.46220354910,41.73603174490,,,,,,,,,,,,,,,,N
207,207,Riverside Athletic &  Recreation Area,AF,Somerset,East Providence,MUN,,,,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Y,Y,-71.35093405480,41.77416218760,,,,,,,,,,,,,,,,N
208,208,Kent Heights Athletic And Recreation Area,LP,Clyde,East Providence,MUN,,,,1,2,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.35511370530,41.80514827460,,,,,,,,,,,,,,,,N
209,209,Hull St Athletic And Recreation Area,AF,Agnes,East Providence,MUN,,,,1,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Y,Y,-71.36610578680,41.81509850110,,,,,,,,,,,,,,,,N
210,210,Pierce Field Athletic Complex,AF,Mercer,East Providence,MUN,,,,1,4,0,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Y,N,-71.38240481610,41.81060238130,,,,,,,,,,,,,,,,Y
211,211,Glocester Memorial Park,LP,Adelaide,Glocester,MUN,,,,1,3,0,0,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.67330195240,41.91381813500,,,,,,,,,,,,,,,,N
212,212,Sprague Field,LP,Kingstown,Narragansett,MUN,,,,1,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,N,Y,-71.46976908740,41.43500669460,,,,,,,,,,,,,,,,N
213,213,George C. Playfield,LP,Point Judith,Narragansett,MUN,,,,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,Y,-71.48645370910,41.38932645310,,,,,,,,,,,,,,,,N
214,214,Freebody Park,LP,Middleton,Newport,MUN,,,,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Y,Y,-71.30499357140,41.48192314990,,,,,,,,,,,,,,,,N
215,215,Hunter Park,LP,Van Zandt,Newport,MUN,,,,1,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.31866889590,41.49924481480,,,,,,,,,,,,,,,,N
216,216,King Park,LP,Wellington,Newport,MUN,,,,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,Y,N,-71.31980591870,41.47654995790,,,,,,,,,,,,,,,,Y
217,217,Murphy Field,LP,Carroll,Newport,MUN,,,,0,2,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.31657045550,41.46824752760,,,,,,,,,,,,,,,,N
218,218,Evans Memorial Park,LP,Smith,North Providence,MUN,,,,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,Y,-71.46439147150,41.85091398110,,,,,,,,,,,,,,,,N
219,219,Fairlawn Veterans' Park,LP,Legion,Pawtucket,MUN,,,,1,3,1,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,Y,Y,-71.41025769930,41.86743700780,,,,,,,,,,,,,,,,Y
220,220,Coutu Memorial Field,AF,Fountain,Pawtucket,MUN,,,,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.37923327700,41.88138630320,,,,,,,,,,,,,,,,N
221,221,Hank Soars Complex,LP,Rocco,Pawtucket,MUN,,,,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,Y,-71.36805787330,41.86426661180,,,,,,,,,,,,,,,,N
222,222,Collyer Park,LP,Collyer,Providence,MUN,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.40506188430,41.85298983360,,,,,,,,,,,,,,,,N
223,223,Gano St. Park,LP,Power,Providence,MUN,,,,0,2,1,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Y,Y,-71.38862199540,41.82382256820,,,,,,,,,,,,,,,,N
224,224,Joslin Playground,LP,Kossuth,Providence,MUN,,,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,N,N,-71.44671035150,41.82117529050,,,,,,,,,,,,,,,,Y
225,225,Merino Park,LP,Heath,Providence,MUN,,,,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.45413943960,41.82022962710,,,,,,,,,,,,,,,,N
226,226,Neutaconkanut Park,LP,Killingly,Providence,MUN,,,,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,Y,Y,-71.46331751190,41.81419050030,,,,,,,,,,,,,,,,Y
227,227,Old Mountain Field,LP,Kingstown,South Kingstown,MUN,,,,1,2,0,0,0,0,4,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,Y,N,-71.48843398530,41.44620995910,,,,,,,,,,,,,,,,Y
228,228,West Kingston Park,LP,Kingstown,South Kingstown,MUN,,,,1,2,1,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Y,N,-71.56810801270,41.48870801530,,,,,,,,,,,,,,,,N
229,229,Town Farm Recreation Area,LP,Main,Tiverton,MUN,,,,1,3,1,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Y,N,-71.19211558240,41.58292838840,,,,,,,,,,,,,,,,Y
230,230,Jamiel Park,LP,Wood,Warren,MUN,,,,0,1,1,0,1,2,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,Y,Y,-71.27759027330,41.73189948440,,,,,,,,,,,,,,,,N
231,231,Palmer Ave. Field,LP,Standish,Warwick,MUN,,,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,Y,-71.37146447390,41.69621129240,,,,,,,,,,,,,,,,N
232,232,Oakland Beach Park,LP,Burr,Warwick,MUN,,,,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,Y,Y,-71.39643397660,41.68513422800,,,,,,,,,,,,,,,,Y
233,233,Clegg Field,LP,Winter,Warwick,MUN,,,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,Y,-71.37940713160,41.71829994740,,,,,,,,,,,,,,,,N
234,234,City Park,LP,Warwick Park,Warwick,MUN,,,,1,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,Y,Y,-71.41248188650,41.69260059630,,,,,,,,,,,,,,,,Y
235,235,Whittaker Field,LP,Monroe,Warwick,MUN,,,,1,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,Y,-71.39992999990,41.75056228000,,,,,,,,,,,,,,,,N
236,236,Winslow Softball Field,LP,Taft,Warwick,MUN,,,,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,-71.44213496130,41.70840196420,,,,,,,,,,,,,,,,N
237,237,Natick Fields,LP,Crossland,West Warwick,MUN,,,,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.49526410200,41.72627732180,,,,,,,,,,,,,,,,Y
238,238,Riverpoint Park,AF,Hay,West Warwick,MUN,,,,20,5,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,Y,Y,-71.51524934490,41.71751212830,,,,,,,,,,,,,,,,Y
239,239,Craig Field,LP,Mountain,Westerly,MUN,,,,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Y,N,-71.82185968530,41.38621828260,,,,,,,,,,,,,,,,N
240,240,Green Hill Park,LP,Maple,South Kingstown,MUN,,,,1,1,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,Y,-71.60419940100,41.37805785180,,,,,,,,,,,,,,,,N
241,241,Berkeley / Peckham Memorial Field,LP,Green End,Middletown,MUN,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.27376464680,41.50945205150,,,,,,,,,,,,,,,,N
242,242,Grand Pre Park,LP,Carolina Back,Charlestown,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.65837603220,41.45198699220,,,,,,,,,,,,,,,,N
243,243,Hargrave Park,LP,Columbia Heights,Charlestown,MUN,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.63615608730,41.44275240760,,,,,,,,,,,,,,,,N
244,244,Wicklund Park,LP,Carolina Back Road,Charlestown,MUN,,,,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,-71.65470428110,41.44791260750,,,,,,,,,,,,,,,,N
245,245,Black Hut Management Area,MA,Glen Meadow,Burrillville,STA,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,N,N,-71.64867624070,41.98720971300,,,,,,,,,,,,,,,,Y
246,246,Veteran's Memorial Park,LP,Pascoag Main,Burrillville,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.70163735030,41.95736126140,,,,,,,,,,,,,,,,N
247,247,Ricci Field,LP,Duckworth,Cranston,MUN,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Y,N,-71.45282197580,41.78539746780,,,,,,,,,,,,,,,,N
248,248,Doric Ave / Osler Field,LP,Doric,Cranston,MUN,,,,1,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Y,Y,-71.42990723090,41.77068351250,,,,,,,,,,,,,,,,Y
249,249,Dutemple / McKenna Park,LP,Beckwith,Cranston,MUN,,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,Y,-71.43143460560,41.78110036770,,,,,,,,,,,,,,,,N
250,250,Glen Farm Recreation Area,LP,Linden,Portsmouth,MUN,,,,0,2,10,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,N,N,-71.25047596600,41.55488858910,,,,,,,,,,,,,,,,N
251,251,Quidnick Ballfield,LP,Knight,Coventry,MUN,,,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,Y,-71.53947262250,41.69781905240,,,,,,,,,,,,,,,,N
252,252,Coelho Park,LP,Berry,Bristol,MUN,,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,N,N,-71.25551024460,41.67999804580,,,,,,,,,,,,,,,,N
253,253,Paul Park/Ramos Field,LP,Sherry,Bristol,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Y,N,-71.26974525290,41.68533029930,,,,,,,,,,,,,,,,N
254,254,Westerly Peewee Football,AF,Old Hopkinton,Westerly,PRV,,,,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.80600974560,41.38689995110,,,,,,,,,,,,,,,,N
255,255,Calf Pasture Point,LP,Unnamed,North Kingstown,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.40336571330,41.62613143560,,,,,,,,,,,,,,,,N
256,256,Laforge Point Park,LP,Walmsley,North Kingstown,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,N,N,-71.45254419400,41.50638201060,,,,,,,,,,,,,,,,N
257,257,Blackstone Memorial Park,LP,Blackstone,Cumberland,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.39943460230,41.91485380510,,,,,,,,,,,,,,,,N
258,258,High Street Field,AF,High,Cumberland,MUN,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.39435081690,41.91727351890,,,,,,,,,,,,,,,,N
259,259,Valley Falls Heritage Park,LP,Mill,Cumberland,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Y,N,-71.38935583420,41.90009926130,,,,,,,,,,,,,,,,N
260,260,PriviIege Street Field,LP,Privilege,Woonsocket,MUN,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,Y,-71.50809540430,42.01554501730,,,,,,,,,,,,,,,,N
261,261,Kelly Park / River Meadows,LP,Canal,North Smithfield,MUN,,,,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Y,Y,-71.53056950170,42.01412592540,,,,,,,,,,,,,,,,N
262,262,Carl's Pond,FB,Jencks,Cumberland,STA,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,N,N,-71.44660116160,42.01312872380,,,,,,,,,,,,,,,,Y
263,263,St Paul / Waterford Playground,LP,Saint Paul,North Smithfield,MUN,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,-71.54062786540,42.01398697370,,,,,,,,,,,,,,,,Y
264,264,Buck Hill Management Area,MA,Benson Mountain,Burrillville,STA,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,N,N,-71.78728438630,41.99706347500,,,,,,,,,,,,,,,,Y
265,265,Kendrick Ave. Playlot,LP,Kendrick,Woonsocket,MUN,,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.49996485990,42.00706745550,,,,,,,,,,,,,,,,Y
266,266,Cass Park,LP,Newland,Woonsocket,MUN,,,,1,2,3,0,3,1,5,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,Y,Y,-71.48963717820,42.00384363940,,,,,,,,,,,,,,,,Y
267,267,Diamond Hill Park,LP,Diamond Hill,Cumberland,MUN,,,,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Y,Y,-71.41804724320,41.99959721880,,,,,,,,,,,,,,,,Y
268,268,Rhodes Ave Conservation Area,CA,Rhodes,Woonsocket,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,Y,-71.53278461930,42.00356380690,,,,,,,,,,,,,,,,N
269,269,Costa Park,LP,Olo,Woonsocket,MUN,,,,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Y,Y,-71.52381104290,42.00065905440,,,,,,,,,,,,,,,,N
270,270,Kendall-Dean Field,SC,Greene,North Smithfield,MUN,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,N,Y,-71.57568694790,42.00180913900,,,,,,,,,,,,,,,,N
271,271,Margaret F. Carroll Park,LP,Main,North Smithfield,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,N,N,-71.57904963870,42.00004095140,,,,,,,,,,,,,,,,N
